순,등록번호,청구기호,서명,저작자,편/권차,발행자,발행년,가격,자료실명
2002,EM0000453618,332.2-박77ㅇ,욜로 패밀리  : 한 번뿐인 인생 가족 혁명 프로젝트,"박준영, 백윤정, 육철민, 김민정, 박정원 지음",,미다스북스,2019,15000,임시자료실
2003,EM0000453619,378.9-바41ㅇ,(바바 카즈오 박사의) 월령별 육아법,지은이: 바바 카즈오  ; 편역: 송운하,,아인북스,2019,24000,임시자료실
2004,EM0000453620,556.53-콘225ㅈ,(수리비를 투명하게 알 수 있는) 자동차 셀프 정비,콘도 아키후미 지음 ; 도시락밴드 편집부 옮김,,도시락밴드,2019,15000,임시자료실
2005,EM0000453621,598.1-이39ㅈ,잘 노는 아이가 공부도 잘한다,"이미영, 유지수 지음",,한국경제신문i,2019,16000,임시자료실
2006,EM0000453622,592.2-미78ㅈ,(쉽게 배우는) 주머니의 기초,미즈노 요시코 지음  ; 김수연 옮김,,한스미디어,2019,13000,임시자료실
2007,EM0000453623,598.4-신98ㅎ,(창의쑥쑥) 환이맘의 엄마표 놀이육아  : 오감발달 미술놀이에서 두뇌발달 과학놀이까지 창의폭발 아이주도 놀이백과,신희재 지음,,동양북스,2019,14500,임시자료실
2008,EM0000453624,513.89-이221ㅊ,천재의 정신병리  : 과학적 창조의 비밀,"이다 신, 나카이 히사오 지음  ; 이현수 옮김",,전파과학사,2019,13000,임시자료실
2009,EM0000453625,594.39-김811ㅋ,커피보다 보이차  : 몸으로 느끼고 배운 보이차,김찬호 지음,,Made Mind(메이드마인드),2019,9000,임시자료실
2010,EM0000453626,594.675-김79ㅈ,"(키친 콤마의) 저탄수화물 키토식 다이어트 4주 식단  = A low carbohydrate, ketogenic diet of four weeks",김지현 지음,,BM성안북스,2019,22000,임시자료실
2011,EM0000453627,517.36-이66ㅍ,"피로 독립  : 여자, 서른이면 알아야 할 피로 회복의 기술","이와사키 이치로, 마쓰무라 와카, 와타나베 다카시, 마쓰오 이쓰카 지음  ; 정현옥 옮김",,다른상상,2019,14000,임시자료실
2012,EM0000453628,512.57-오239ㅎ,(셀럽들의 멋진 몸매를 만든 마스터 요가 강사 린다 오의) 하루 3분 홈 요가,린다 오 지음,,서울문화사,2019,13800,임시자료실
2013,EM0000453629,594.677-김67ㅎ,하루 한 끼 채식  : 풍성한 제철 재료로 건강하고 맛있게 먹는 76가지 채소 습관,김유경 지음,,책밥,2019,16800,임시자료실
2014,EM0000453630,517.31-이225ㅎ,행복한 꿀잠  : 다수의 방송사에서 집중 조명한 꿀잠자는 수면법 공개!,이동연 지음,,평단,2019,13000,임시자료실
2015,EM0000453631,676.28-신19ㅂ,BTS Persona  : Map of the soul  : 피아노 연주곡집,신기원 저,,삼호ETM,2019,10000,임시자료실
2016,EM0000453632,670.9-사69ㄱ,경계의 음악  : 에드워드 사이드 음악비평집,에드워드 사이드 지음  ; 이석호 옮김,,봄날의책,2019,32000,임시자료실
2017,EM0000453633,691.2-이91ㄱ,기본끝내기로 판을 뒤집어라  : 기본에 충실하면 기력향상은 저절로 따라온다!,이하림 지음,,더디퍼런스,2019,12800,임시자료실
2018,EM0000453634,676.92-야31ㄷ,드럼입문  : 기초부터 실전까지!  : Drum method book,야마하뮤직미디어 지음  ; [에스알엠 편집부 옮김],,SRMusic,2019,10000,임시자료실
2019,EM0000453635,636.5-미57ㄴ,"나의 첫 프랑스 자수  : 심플하고 예쁜 도안, 쉬운 스티치",줄리엣 미쉘레 지음  ; 장은수 옮김,,리스컴,2019,12000,임시자료실
2020,EM0000453636,691.72-이75ㅅ,"(강의하실분, 교습생, 스텝부족한분) 사교 댄스교본  : 국민스포츠 특강  : 캬바레, 콜라텍에서 추는 재미있는 국민스포츠",저자: 이종해,,두양사,2019,12000,임시자료실
2021,EM0000453637,큰852-로63ㄷ,도둑들,데아 로어 지음  ; 장은수 옮김,,지식을만드는지식,2019,28000,임시자료실
2022,EM0000453638,325.571-정79ㅁ,명품의 가치를 아는 감정법  : 명품 안목을 길러주는 완벽한 가이드,정진명 지음,,나비의 활주로,2019,20000,임시자료실
2023,EM0000453639,549.32-이73ㅁ,"미술관 건축여행  = Art museum architecture trip  : 서울과 제주, 각 지역으로 떠나는 다양한 미술관 공간 산책",이정미 지음,,대가,2019,23000,임시자료실
2024,EM0000453640,691.2-이67ㅂ-1,"바둑이 알면 이길 수 있다  : 로우바둑이. 1, 초급·중급편",이윤희 [지음],1,여백,2019,18000,임시자료실
2025,EM0000453641,691.2-이67ㅂ-2,"바둑이 알면 이길 수 있다  : 로우바둑이. 2, 중급·고급편",이윤희 [지음],2,여백,2019,18000,임시자료실
2026,EM0000453642,676.28-박51ㅂ,BTS  : Map of the soul Persona  : 방탄소년단 피아노 스코어  : Persona 앨범 전곡 수록,편곡: 박상현,,음악세계,2019,15000,임시자료실
2027,EM0000453643,658.04-요239ㅂ,브러시에 낀 먼지를 떼어낸다는 것은  : 요리후지 분페이의 직업적 권태 탈출기,요리후지 분페이 그리고 쓰다  ; 서하나 옮김,,안그라픽스,2019,16000,임시자료실
2028,EM0000453644,609.13-정59ㅅ,서브컬처로 읽는 일본현대미술,정신영 지음,,서울대학교출판문화원,2019,23000,임시자료실
2029,EM0000453645,609.2-김811ㅅ,서양미술 이삭줍기,김찬호 지음,,인문과교양,2019,22000,임시자료실
2030,EM0000453646,620.9-차95ㅅ,(알수록 다시 보는) 서양 조각 100  : 페이디아스로부터 미켈란젤로를 거쳐 로댕에 이르는 조각의 파노라마!,"차홍규, 김성진 [공]엮음",,미래타임즈,2019,24000,임시자료실
2031,EM0000453647,695.5-정53ㅅ,스매싱은 망치질이다  : UDT／우리동네테니스,정선용 지음,,책만드는토우,2019,15900,임시자료실
2032,EM0000453648,청692-탁39ㅅ,(10대와 통하는) 스포츠 이야기  : 스포츠를 통해 보는 세상,글: 탁민혁 ; 김윤진,,철수와영희,2019,13000,임시자료실
2033,EM0000453649,688.09111-전64ㅇ,어서와 북한 영화는 처음이지  = Welcome! North Korean cinema  : 예술영화 <우리 집 이야기>를 통해 본 북한,지은이: 전영선,,늘품플러스,2019,16500,임시자료실
2034,EM0000453650,676.92-야31ㅈ,"(언제, 어디서나!) 전자드럼입문  : 전자드럼과 어쿠스틱 드럼 연주 노하우가 가득!",야마키타 코이치 지음,,SRMusic(에스알엠),2019,12000,임시자료실
2035,EM0000453651,600.04-포233ㅇ,언프레임드 아티스트  : 우리가 몰랐던 예술가들의 일상,메리 포레스타 지음  ; 지에이북스 편집부 옮김,,GAbooks(지에이북스),2019,16000,임시자료실
2036,EM0000453652,375.1465-차58ㅇ,(그림으로 아이들의 마음을 읽는) 얼렁뚱땅 미술 교실,"차승민, 김태승 지음",,푸른칠판,2019,17000,임시자료실
2037,EM0000453653,600.1-나821ㄱ,(예술) 개념어 사전  : 키워드로 읽는 문화·예술의 세계,나카가와 유스케 지음  ; 이동인 옮김,,마리書舍,2019,14000,임시자료실
2038,EM0000453654,600.1-임51ㅇ-1,"예술적 인문학 그리고 통찰 . 1, 확장 편: 예술은 우리에게 열려 있다",임상빈 지음,1,마로니에북스,2019,18000,임시자료실
2039,EM0000453655,673.511-스839ㅇ,우리 함께 하는 지금이 봄날,카라 J. 스티븐즈 지음  ; 권기대 옮김,,베가북스,2018,20000,임시자료실
2040,EM0000453656,657.3-애219ㅇ,웹툰포스  = Webtoon force  : 애니포스가 알려주는 웹툰그리기,지은이: 애니포스,,아이콕스,2019,14800,임시자료실
2041,EM0000453657,373-예211ㅇ,"이미지로 키우는 사고력, VTS  : 새로운 시대가 원하는 융합형 인재 교육법","필립 예나윈 지음  ; 손지현, 배진희, 신지혜, 정현정 옮김",,미술문화,2019,18000,임시자료실
2042,EM0000453658,670.15-류69ㅇ,이지클래식  = Easy classic  : '버들이'가 먹기 좋게 떠먹여주는 음악가의 삶과 클래식 이야기,류인하 지음,,42 Media Contents(42미디어콘텐츠),2019,22000,임시자료실
2043,EM0000453659,673.53-남37ㅈ,Jazz it up!  : 남무성의 만화로 보는 재즈의 역사,남무성 지음,,서해문집,2019,27000,임시자료실
2044,EM0000453660,652.52-블235ㅈ,즐거운 수채화 그리기  : 단계별로 쉽게 배우는 40가지 수채화 수업,지은이: 에마 블록  ; 옮긴이: 이민영,,리스컴,2019,15000,임시자료실
2045,EM0000453661,684.01-이39ㅋ,커뮤니티 연극  = Community theatre,이미원 지음,,연극과인간,2019,15000,임시자료실
2046,EM0000453662,694.3-오827ㅌ,트레일 러닝 교과서  : 100K 오프로드를 즐기면서 부상 없이 완주하는 달리기 기술과 훈련,오쿠노미야 슌스케 지음  ; 신찬 옮김,,보누스,2019,14800,임시자료실
2047,EM0000453663,657.5-김98ㄷ,(펜 하나로 쉽게 그리는) 동물 일러스트  : 뉴욕에서 활동하는 그래픽 디자이너 김희겸의 초간단 드로잉!  : 초보자를 위한 단계별 가이드,지은이: 김희겸,,style조선,2018,13000,임시자료실
2048,EM0000453664,699.95-권39ㅎ,하바리움 이야기,권미라 지음,,영진닷컴,2019,16000,임시자료실
2049,EM0000453665,685.0911-김34ㅎ,한국춤의 역사,김명숙 지음,,이화여자대학교출판문화원,2019,27000,임시자료실
2050,EM0000453666,757.5-제219ㄷ,(말하기가 10배 빨라지는) 독일어회화  : 10배속,지은이: Jenjira Seriyothin  ; 옮긴이: 권우현,,혜지원,2019,12000,임시자료실
2051,EM0000453667,767.5-프231ㅍ,(말하기가 10배 빨라지는) 프랑스어회화  : 10배속,지은이: Prapassorn Phan Chatree  ; 옮긴이: 전혜원,,혜지원,2019,12000,임시자료실
2052,EM0000453668,747.5-강231ㅅ,(30장면으로 끝내는) 스크린 영어회화  : 알라딘,라이언 강 해설,,길벗이지톡,2019,18000,임시자료실
2053,EM0000453669,747.5-김39ㅇ,Anytime 영어회화  : 영어회화 표현의 확장,김민정 지음,,Tomato(토마토),2019,14000,임시자료실
2054,EM0000453670,747.5-서71ㄱ,(일빵빵) 가장 많이 쓰는 여행영어,서장혁 지음,,토마토,2019,14800,임시자료실
2055,EM0000453671,745-파15ㄱ,Grammar Chat  : 영어가 술술 나오는 왕초보 회화 문법,파고다교육그룹 언어교육연구소 [지음],,파고다북스,2019,16000,임시자료실
2056,EM0000453672,755-한221ㄷ,"(한번에 끝내는) 독일어 문법  = Deutsche Grammatik fur die Grundstufe, 중고급편",한달우 지음,,넥서스,2019,14000,임시자료실
2057,EM0000453673,745-유68ㄴ,(두 달만에 끝내는 기적의 영어) 네이티브 필수문법 in New York,지은이: 유은하,,BOGO Media,2019,17000,임시자료실
2058,EM0000453674,739.81-곽17ㄹ,라오스 관광회화,곽구영 지음,,학사원,2019,16000,임시자료실
2059,EM0000453675,747.5-엘239마,(원조 유튜브 원어민 강사) 마이클쌤의 리얼 영어회화,마이클 엘리엇 지음,,넥서스,2019,13900,임시자료실
2060,EM0000453676,739.3-다59ㅁ,(The 바른) 몽골어 첫걸음  = Монгол хэл,"저자: 다시 울지오타스, 신민선",,ECK Books(ECK북스),2019,18000,임시자료실
2061,EM0000453677,747-이62ㅁ,미드 스크린영어 단숨에 따라듣기  : 영어듣기 비법노트 최초공개!,E&C 지음,,멘토스,2019,17600,임시자료실
2062,EM0000453678,741.1-강52ㅂ-1,(샤론쌤의) 발음이 궁금해 . 1,샤론 강 지음,1,북누크,2019,23800,임시자료실
2063,EM0000453679,739.82-이11ㅂ,(New start) 베트남어 첫걸음,이강우 지음,,Samji Books(삼지사),2019,16000,임시자료실
2064,EM0000453680,744-김227ㅂ,Vocadew  : 공무원│토익│토플│편입│수능│각종 고난도 어휘,김동식 지음,,위듀(Widew),"2014(2019, 2쇄)",28000,임시자료실
2065,EM0000453681,777.2-전59ㅅ-1,"(실비아의) 스페인어 스토리텔링  : 스토리와 그림으로 배우는 동화 스페인어. 1, La Cenicienta",지은이: 실비아 전  ; 동화 원작자: 샤플 페로,1,실비아스페인어(Silvia Spanish),2018,18000,임시자료실
2066,EM0000453682,777.5-신58ㅅ,(패턴의 법칙) 스페인어 첫걸음  : 패턴을 알면 회화가 된다!,신승 지음,,ECK북스,2019,15000,임시자료실
2067,EM0000453683,740.7-김832ㅅ,습관 영어  : 또다시 영어공부를 시작하는 당신에게,지음: 김태훈,,망고나무,2019,15000,임시자료실
2068,EM0000453684,777.2-전59ㅅ-2,"(실비아의)스페인어 스토리텔링  : 스토리와 그림으로 배우는 동화 스페인어. 2, Blanca Nieves",실비아 전 지음  ; 동화 원작자: 그림 형제,2,실비아스페인어(Silvia Spanish),2019,18000,임시자료실
2069,EM0000453685,740.77-조93ㅇ,아이엘츠 speaking  : academic/general,"저자: Ed:m 어학연구소, Heather Cho",,하우,2019,22000,임시자료실
2070,EM0000453686,727.5-제69ㅇ,(현지에서 바로 통하는) 여행 중국어 회화  : 나만의 중국어 가이드북,제이플러스 [편],,Jplus(제이플러스),2019,11000,임시자료실
2071,EM0000453687,747.5-제69ㅇ,(현지에서 바로 통하는) 여행 영어 회화  : 나만의 영어 가이드북,제이플러스 [편],,Jplus(제이플러스),2019,11000,임시자료실
2072,EM0000453688,727.5-조68ㅇ,(홍콩·마카오·광동성에서 사용하는) 열공! 광동어 회화 첫걸음  : 회화＋발음＋문법＋문화,조은정 지음,,디지스(Digis),2019,20500,임시자료실
2073,EM0000453689,745-김14ㅇ,"영문법 독립  : 형용사, 부사, 전치사, 문장구성, 접속사",김경석 지음,,신아사,2019,13000,임시자료실
2074,EM0000453690,747.5-양58ㅇ,영알남의 여행영어  : 영어 알려주는 남자  : '모르면 누구나 당할 수 있다' 해외여행 비상사태 대비서,양승준 지음,,쎄듀COMM,2019,12000,임시자료실
2075,EM0000453691,747-고44ㅇ,(한번 외우면 평생 써먹는) 영어 명문장,"고병준, 이상현 지음",,틔움출판,2019,12000,임시자료실
2076,EM0000453692,747.5-룩237ㅇ,영어 회화의 결정적 패턴들,룩룩잉글리쉬 저,,사람in(사람인),2019,14000,임시자료실
2077,EM0000453693,744-전14ㅇ,영어단어 외우지마  : 접두사  : 셰프가 요리하는 맛있는 영어,글/그림: 전경무,,Modoobooks(모두북스),2019,25000,임시자료실
2078,EM0000453694,747.5-해823ㅇ,(해커스톡) 영어회화 10분의 기적  : 아는 단어로 말하기  : 미국인이 가장 많이 쓰는 표현으로 원어민처럼 말하기,지은이: 해커스 어학연구소,,해커스톡,2019,12900,임시자료실
2079,EM0000453695,744-정66ㅇ,영어회화 후 알파벳 영어단어  : 한글영어발음 기초영어회화를 위한 영어단어 빨리 잘 외우는 법의 영단어장,정용재 지음,,한글영어,2019,12000,임시자료실
2080,EM0000453696,740-그232오,올리버쌤의 실전 영어 꿀팁 100  : 1억 2천만 뷰를 돌파한 유튜브 최강의 영어 강의,올리버 샨 그랜트 지음,,위즈덤하우스,2019,14800,임시자료실
2081,EM0000453697,720-정39ㅇ,왜 공부해도 중국어는 그대로일까?  : 제대로 공부하기 위한 중국어 학습법,정미선 지음,,이담 Books,2019,12500,임시자료실
2082,EM0000453698,750-오39ㅇ,이것이 독학 독일어 첫걸음이다!  : 독일어 발음부터 단어·기본 문법·회화까지,오민정 지음,,비타민북,2019,15000,임시자료실
2083,EM0000453699,325.489-안835ㅇ,(영자신문) 이지 경제 영어,"토마스 D. 안, 세니카 B. 정 지음",,영어로연구소,2019,20000,임시자료실
2084,EM0000453700,747.5-이58ㅈ,저절로 터지는 영어스피킹  : 영어 회화 초보도 말문이 술술 터지는 영어 스피킹 학습법,이승훈 지음,,이담 Books,2019,18000,임시자료실
2085,EM0000453701,청744-히231ㅈ,중·고등학교 6년분 영단어 한 권으로 마스터하기,Hirayama Atsushi [지음],,Jplus(제이플러스),2019,12000,임시자료실
2086,EM0000453702,720-리39ㅈ-1,중국어 리스닝 마스터 . 1,편저: 이명기 ; 王彦  ; 편역: 오제중,1,다락원,2018,13500,임시자료실
2087,EM0000453703,720-리39ㅈ-2,중국어 리스닝 마스터 . 2,편저: 이명기 ; 王彦  ; 편역: 오제중,2,다락원,2018,15000,임시자료실
2088,EM0000453704,720-리39ㅈ-3,중국어 리스닝 마스터 . 3,李銘起 ; 王彦 편저  ; 오제중 편역,3,다락원,2019,13500,임시자료실
2089,EM0000453705,727.5-서94ㅈ,중국어 리얼 토킹  = Real talking  : 요즘 중국어로 말하기,徐協協 지음,,시사중국어사(시사북스),2019,13800,임시자료실
2090,EM0000453706,747.5-한225ㅇ,(착! 붙는) 여행 영어  = Travel English,한동오 지음,,랭기지플러스,2019,9800,임시자료실
2091,EM0000453707,737.5-박211ㅇ,(착! 붙는) 여행 일본어 = Travel Japanese,"박나리, 미카미 마사히로 [공]지음",,시사일본어사,2019,9800,임시자료실
2092,EM0000453708,777.5-김68ㅊ,(그림으로 즐기는) 최소한의 여행 스페인어  : 딱 필요한 핵심 표현 21,Florencia Kim 지음,,Darakwon(다락원),2019,9800,임시자료실
2093,EM0000453709,747.5-최211ㅌ,틀려도 좋아 영어 그게 시작이야  : 틀려보고 실수하면서 영어의 틀을 만든다,최낙훈 지음,,흔들의자,2019,13000,임시자료실
2094,EM0000453710,740.7-이95ㅎ,한 권으로 끝내는 영어,"이호철, 이기나 지음",,북랩,2019,18000,임시자료실
2095,EM0000453711,737.5-제69ㅇ,(현지에서 바로 통하는) 여행 일본어 회화  : 나만의 일본어 가이드북,제이플러스 [편],,Jplus(제이플러스),2019,11000,임시자료실
2096,EM0000453713,711.2-정16ㅎ,훈민정음의 사람들,저자: 정광,,박문사,2019,30000,임시자료실
2097,EM0000453714,792.55-최75히-1,힌디어 단어형성법Ⅰ,최종찬 ; 김용정 ; D.A.P. Sharma 공저,1,Hu,2019,30000,임시자료실
2098,EM0000453715,104-김94ㅂ,"(젊은 세대와 나누고 싶은) 100세 철학자의 인생, 희망 이야기",김형석 지음,,열림원,2019,15000,임시자료실
2099,EM0000453716,청813.7-김53ㅇ,1의 들러리  : 김선희 장편소설,글: 김선희,,소원나무,2019,13000,임시자료실
2100,EM0000453717,818-채67ㅅ,"39살, 사나이 김성진  : feat. 2019년 구운몽",채욱 지음,,좋은땅,2019,10000,임시자료실
2101,EM0000453718,853-츠41ㄱ,감정의 혼란,슈테판 츠바이크 지음  ; 서정일 옮김,,녹색광선,2019,17500,임시자료실
2102,EM0000453719,151.3-최819ㅊ,경남의 르네상스 최치원이 열다,최순용 편저,,경남,2019,15000,임시자료실
2103,EM0000453720,813.6-곁63,곁에 두고 읽는 단편소설,이효석 외 지음,,북카라반,2019,11800,임시자료실
2104,EM0000453721,813.7-유235ㄱ,고독한 가정부 잔혹사  : 유로운 소설집,지은이: 유로운,,카노푸스,2019,12000,임시자료실
2105,EM0000453722,828-마67ㄱ,"고양이 관장님의 옛날이야기  : 묘귀에서 친구로, 전설과 역사 속 고양이와 만나다",마웨이두 지음  ; 이소정 옮김,,위즈덤하우스,2019,16000,임시자료실
2106,EM0000453723,청813.7-최68ㄱ,광화문 골목집에서,최은규 지음,,시공사,2019,11000,임시자료실
2107,EM0000453724,818-괜811,"괜찮다, 괜찮다, 괜찮다  : 대한민국 희망수업 4교시","최경실, 이성진, 이미숙, 이동현, 원미연, 김도석, 강병철, 전무용, 강봉구, 류지남 지음",,작은숲,2019,14000,임시자료실
2108,EM0000453725,818-성59ㄱ,괜찮아요,지은이: 성신제  ; 삽화: C. Esther,,드림팟네트웍스,2019,13000,임시자료실
2109,EM0000453726,981.102-윤37ㄱ,그곳에 가면 행복이 흐른다  : 걷는 즐거움에 관한 명상,윤문식 지음,,북랩,2019,13000,임시자료실
2110,EM0000453727,833.6-신821ㄱ,그녀와 그녀의 고양이,"지은이: 신카이 마코토 , 나가카와 나루키  ; 옮긴이: 문승준",,비채,2019,11800,임시자료실
2111,EM0000453728,청810.8-한17-17,그리움 한 마리  : 제17회 한국청소년문학 수상작품집,엮은이: 한국청소년문학상 운영위원회,17,오늘의문학사,2019,12000,임시자료실
2112,EM0000453729,650.4-김57ㄱ,그림의 눈빛  : 일상을 두드리는 다정한 시선,김수정 지음,,아트북스,2019,17000,임시자료실
2113,EM0000453730,813.6-이94ㄱ,기억의 습지  : 이혜경 소설,지은이: 이혜경,,현대문학,2019,11200,임시자료실
2114,EM0000453731,청810.82-재69ㄲ,꽃송이  : 우리는 조선학교 학생입니다,글·그림: 재일조선학교 학생들  ; 엮음: 우리학교와 아이들을 지키는 시민모임,,너머,2019,14000,임시자료실
2115,EM0000453732,818-권221ㄴ,나는 막연함에 속았다,권다예 지음  ; [Meg 그림],,다독임북스,2019,13800,임시자료실
2116,EM0000453733,818-투63ㄴ,나는 어른이 되어서도 가끔 울었다  : 홀로 외로운 그 밤 당신의 곁을 지켜줄 투에고의 공감 에세이,투에고 지음,,RHK(알에이치코리아),2019,14000,임시자료실
2117,EM0000453734,813.7-김79ㄴ,나는 이름을 갖고 싶었다  : 김지우 소설집,지은이: 김지우,,홍익출판사,2019,13800,임시자료실
2118,EM0000453735,813.7-윤71ㄴ,나당 탐정사무소 사건일지  : 윤자영 연작소설,지은이: 윤자영,,책과나무,2019,13800,임시자료실
2119,EM0000453736,982.802-황79ㄴ,나를 데리고 떠났다  : 집채만 한 캐리어 세 개를 끌고 엄마 아빠와 함께 기어이 이탈리아까지,황지연 지음,,폭스코너,2019,14000,임시자료실
2120,EM0000453737,186.5-전39ㄴ,"나를 망치는 나쁜 성실함  : 인정투쟁, 완벽주의, 강박의 굴레에서 벗어나는 법",전민재 지음,,웨일북,2019,14000,임시자료실
2121,EM0000453738,858-크43ㄴ,날개가 닮았네  : 괴짜 과학자의 기러기 육아일기,미하엘 크베팅 지음  ; 전은경 옮김,,책세상,2019,15000,임시자료실
2122,EM0000453739,813.7-김14ㄴ,내 여자친구의 아버지들  : 김경욱 소설,지은이: 김경욱,,문학동네,2019,13000,임시자료실
2123,EM0000453740,331.39-정67ㄴ,내가 본 것을 당신도 볼 수 있다면  = If you could see what I have seen  : 정우성이 만난 난민 이야기,지은이: 정우성,,원더박스,2019,13500,임시자료실
2124,EM0000453741,818-허67ㄴ,내가 사랑스럽지 않은 날에  : 가린 에세이,가린 지음,,자화상,2019,14000,임시자료실
2125,EM0000453742,813.7-정79ㄴ,내가 알고 싶은 것 그리고 인생사  = What I want to know and life and death  : 외계인은 확실히 존재한다,정진문 지음,,정은출판,2019,15000,임시자료실
2126,EM0000453743,838-하831ㄴ,내가 어릴 적 그리던 아버지가 되어,하타노 히로시 지음  ; 한성례 옮김,,비전비엔비,2019,14800,임시자료실
2127,EM0000453744,818-오72ㄴ,"넌, 생생한 거짓말이야  : 나의 공황장애 분투기",오재형 글.그림,,이상북스,2019,12000,임시자료실
2128,EM0000453745,814.7-한72ㄴ,노력이라 쓰고 버티기라 읽는  : 해야 하는 일과 하고 싶은 일 사이에서  : 한재우 에세이,지은이: 한재우,,21세기북스,2019,14000,임시자료실
2129,EM0000453746,청843-해39ㄴ,누가 뭐래도 해피엔딩,크리스틴 해밀 지음  ; 윤영 옮김,,리듬문고,2019,12000,임시자료실
2130,EM0000453747,813.7-임55ㄴ,눈과 사람과 눈사람  : 임솔아 소설,지은이: 임솔아,,문학동네,2019,12500,임시자료실
2131,EM0000453748,813.7-오73ㄷ,다 하지 못한 이야기들,저자: 오정일,,좋은땅,2019,12000,임시자료실
2132,EM0000453749,833.6-아51ㄷ,다시 한번 태어나다  : 아사이 료 소설,지은이: 아사이 료  ; 옮긴이: 권남희,,위즈덤하우스,2019,12800,임시자료실
2133,EM0000453750,224.3-고69ㄷ,답은 나에게 있어!,고이즈미 요시히로 지음  ; 김지룡 옮김,,들녘,2019,13000,임시자료실
2134,EM0000453751,811.7-김53ㄷ,당신도 신발을 버리시나요  : 김선호 제4시집,지은이: 김선호,,꿈과비전,2019,13000,임시자료실
2135,EM0000453752,527.47-유77ㄷ,당신이 문득 길고양이와 마주친다면  : 15년간 1500마리의 길냥이를 구조한 기적 같은 이야기,유주연 지음,,비타북스,2019,13800,임시자료실
2136,EM0000453753,816.7-강44ㄷ,"도시를 걷는 문장들  : 걷기 좋은 유럽, 일기 좋은 도시, 그곳에서의 낭만적 독서",강병융 지음,,한겨레출판,2019,15000,임시자료실
2137,EM0000453754,843.5-브231ㄷ,도쿄 몬태나 특급열차,리처드 브라우티건 지음  ; 김성곤 옮김,,비채,2019,13800,임시자료실
2138,EM0000453755,833.6-프232ㄷ,도쿄타워,릴리 프랭키 지음  ; 양윤옥 옮김,,RHK(알에이치코리아),2019,15800,임시자료실
2139,EM0000453756,813.7-권55ㄷ,독박골 산1번지  : 권소희 장편소설,저자: 권소희,,도화,2019,13000,임시자료실
2140,EM0000453757,811.7-정68ㄷ,뒤로 걷는 저녁  : 정의태 유고시집,지은이: 정의태,,전망,2019,10000,임시자료실
2141,EM0000453758,818-김218ㄷ,디어 마이 블랙독  = Dear my black dog  : 친애하는 나의 우울에게,김늦가을 글·그림,,마음의숲,2019,14000,임시자료실
2142,EM0000453759,843.6-디63,디어 에번 핸슨,"밸 에미치, 스티븐 레번슨, 벤지 파섹, 저스틴 폴 지음  ; 이은선 옮김",,현대문학,2019,14500,임시자료실
2143,EM0000453760,512.804-최67ㄹ,리얼 간호사 월드,지은이: 최원진,,북샵,2019,14000,임시자료실
2144,EM0000453761,813.7-최73ㅁ,말 좀 끊지 말아줄래?  : 최정나 소설,지은이: 최정나,,문학동네,2019,13000,임시자료실
2145,EM0000453762,802.56-헤228ㅁ=2,말센스  : 흥분하지 않고 우아하게 리드하는,셀레스트 헤들리 지음  ; 김성환 옮김,,스몰빅라이프,2019,14500,임시자료실
2146,EM0000453763,818-유72ㅁ,맙소사 우리 동네  : 우리 동네에 이런 면이 있었나?,유재철 지음,,좋은땅,2019,12000,임시자료실
2147,EM0000453764,811.6-백53ㅁ,맛 대 맛  : 시인의 맛 소설가의 맛,"지은이: 백석, 채만식",,가갸날,2019,13500,임시자료실
2148,EM0000453765,813.7-김55모,모든 곳에 존재하는 로마니의 황제 퀴에크  : 김솔 소설,지은이: 김솔,,Arte(아르테),2019,10000,임시자료실
2149,EM0000453766,853-되48ㅁ,무용수와 몸,지은이: 알프레트 되블린  ; 옮긴이: 신동화,,민음사,2019,9800,임시자료실
2150,EM0000453767,813.7-진67ㅁ,무해의 방  : 2019 한경신춘문예 당선작  : 진유라 장편소설,지은이: 진유라,,은행나무,2019,12000,임시자료실
2151,EM0000453768,청843-네58ㅂ,바다는 우리의 하늘이었다,글: 패트릭 네스  ; 그림: 로비나 카이  ; 옮김: 김지연,,지학사,2019,15000,임시자료실
2152,EM0000453769,청813.7-이79ㅂ,바다행  : 이진준 장편소설,지은이: 이진준,,문학과지성사,2019,11000,임시자료실
2153,EM0000453770,814.7-문832ㅂ,바람이 불면 바람이 부는 나무가 되지요  : 문태준 시인의 받아들여서 새로워지는 것들,문태준 지음,,마음의숲,2019,14800,임시자료실
2154,EM0000453771,813.7-이79ㅂ,(베이비부머의) 반타작 인생  : 이진훈 미니픽션,지은이: 이진훈,,나무와숲,2019,13000,임시자료실
2155,EM0000453772,818-최225ㅂ,"반항의 거리, 이스트빌리지  : 화가 최동열 이야기",최동열 지음,,매일경제신문사,2019,16000,임시자료실
2156,EM0000453773,813.7-최75ㅂ,"백제, 바람에 무너지다  : 최종암 장편소설",최종암 지음,,청어,2019,13000,임시자료실
2157,EM0000453774,청843-스848ㅇ-4,"에놀라 홈즈 시리즈 . 4, 별난 분홍색 부채",낸시 스프링어 지음  ; 김진희 옮김,4,북레시피,2019,13000,임시자료실
2158,EM0000453775,청818-정39ㅂ,별을 보내다  : 10대 미혼모들의 이야기,정민지 외 글  ; 대한사회복지회 엮음,,리즈앤북,2019,13000,임시자료실
2159,EM0000453776,813.7-여53ㅂ,부드러움과 해변의 신  : 여성민 소설,지은이: 여성민,,민음사,2019,12000,임시자료실
